GMID,Dataset,Address,數據集,地址,District,區域,Area,面積,Level,所處位置,Opening Hours,開放時間,Remarks,備註,Location Map,位置圖,Northing,Easting,Latitude,Longitude,Last Update
"n0h0Jrr5FS","Public Open Space - Areas within private properties dedicated for public use","280 Gloucester Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港告士打道280號","WAN CHAI","灣仔區","about 854 m2","約 854 平方米","G/F","地下","24 hours","24小時","Pedestrian passage","行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE29-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE29-map1.pdf","815870.0","837010.0","22.28171127","114.18408297","2019-07-26 03:44:18"
"VfzWtHvlY1","Public Open Space - Areas within private properties dedicated for public use","42-46 Gloucester Road and 18 Fenwick Street, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港告士打道42-46號及分域街18號","WAN CHAI","灣仔區","about 127 m2","約 127 平方米","G/F & 1/F","G/F & 1/F","24 hours","24小時","Street widening(corner); Pedestrian passage","街道擴闊(街角); 行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE06-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE06-map.pdf","815551.0","835627.0","22.27882783","114.17065558","2019-07-26 03:44:18"
"96LkNYodgE","Public Open Space - Areas within private properties dedicated for public use","39 Gloucester Road and 33 Jaffe Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港告士打道39號及謝斐道33號","WAN CHAI","灣仔區","about 7 m2","約 7 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE28-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE28-map1.pdf","815566.0","835558.0","22.27896327","114.169988","2019-07-26 03:44:18"
"216cT6n3ZH","Public Open Space - Areas within private properties dedicated for public use","21-29 Fleming Road and 204-210 Lockhart Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港菲林明道21-29號及駱克道204-210號","WAN CHAI","灣仔區","about 7 m2","約 7 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE27-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE27-map1.pdf","815481.0","836062.0","22.2781967","114.17488132","2019-07-26 03:44:18"
"YF8d1tHPnE","Public Open Space - Areas within private properties dedicated for public use","20 Fleming Road and 158-172 Jaffe Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港菲林明道20號及謝斐道158-172號","WAN CHAI","灣仔區","about 21 m2","約 21 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE26-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE26-map1.pdf","815536.0","836011.0","22.27869338","114.17438451","2019-07-26 03:44:18"
"RF3r1D4f7H","Public Open Space - Areas within private properties dedicated for public use","2-22 East Point Road and 1-5 Great George Street, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港東角道2至22號及記利佐治街1至5號","WAN CHAI","灣仔區","about 7 m2","約 7 平方米","Upper G/F","Upper G/F","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/RL/07RL04-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/RL/07RL04-map1.pdf","815740.0","837099.0","22.28053815","114.18493874","2019-07-26 03:44:18"
"xpxFsDg3Kz","Public Open Space - Areas within private properties dedicated for public use","33 Cross Street, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港交加街33號","WAN CHAI","灣仔區","about 17 m2","約 17 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE25-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE25-map1.pdf","815186.0","835962.0","22.27553355","114.17391203","2019-07-26 03:44:18"
"euV9AyRA0a","Public Open Space - Areas within private properties dedicated for public use","17-21 Burrows Street, 11 Cross Lane and 149 Wan Chai Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港巴路士街17-21號及交加里11號及灣仔道149號","WAN CHAI","灣仔區","about 27 m2","約 27 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE24-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE24-map1.pdf","815311.0","836216.0","22.2766615","114.17637464","2019-07-26 03:44:18"
"Vplh0u8n73","Public Open Space - Areas within private properties dedicated for public use","6 Arsenal Street, 38 Gloucester Road and 25 Jaffe Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港軍器廠街6號及告士打道38號及謝斐道25號","WAN CHAI","灣仔區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE23-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE23-map1.pdf","815571.0","835493.0","22.2790093","114.16936117","2019-07-26 03:44:18"
"NPIrQlPvRi","Public Open Space - Areas within private properties dedicated for public use","12 Wu Pak Street, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港湖北街12號","SOUTHERN","南區","about 10 m2","約 10 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW53-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW53-map.pdf","812140.0","834031.0","22.24802384","114.15517989","2019-07-26 03:44:18"
"BpDYXf9aK4","Public Open Space - Areas within private properties dedicated for public use","1-3 Wu Nam Street, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港湖南街1-3號","SOUTHERN","南區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW85-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW85-map.pdf","812121.0","834068.0","22.24785592","114.15553206","2019-07-26 03:44:18"
"YCDkqQguvc","Public Open Space - Areas within private properties dedicated for public use","55-57 Wong Chuk Hang Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港黃竹坑道55-57號","SOUTHERN","南區","about 17 m2","約 17 平方米","P1/F","P1/F","24 hours","24小時","Street widening; Pedestrian passage","街道擴闊; 行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW89-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW89-map.pdf","812338.0","835363.0","22.24981042","114.1681006","2019-07-26 03:44:18"
"yhwy0QX1P0","Public Open Space - Areas within private properties dedicated for public use","128 Main Street, Ap Lei Chau, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港鴨脷洲大街128號","SOUTHERN","南區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW81-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW81-map.pdf","811665.0","833941.0","22.24373596","114.1543036","2019-07-26 03:44:18"
"WqrDMO4T1j","Public Open Space - Areas within private properties dedicated for public use","33 Main Street, Ap Lei Chau, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港鴨脷洲大街33號","SOUTHERN","南區","about 8 m2","約 8 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW52-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW52-map.pdf","811726.0","834185.0","22.24428805","114.15667438","2019-07-26 03:44:18"
"pTp77Z0XNy","Public Open Space - Areas within private properties dedicated for public use","153 Aberdeen Main Road and 2 Wu Pak Street, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港香港仔大道153號及湖北街2號","SOUTHERN","南區","about 11 m2","約 11 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW82-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW82-map.pdf","812143.0","834072.0","22.24804828","114.15557084","2019-07-26 03:44:18"
"nXv0ui5nQm","Public Open Space - Areas within private properties dedicated for public use","23-35 Whitfield Road and 98-104 Hing Fat Street, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港威非路道23-35號及興發街98-104號","EASTERN","東區","about 10 m2","約 10 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE86-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE86-map1.pdf","816334.0","837680.0","22.28589926","114.19058464","2019-07-26 03:44:18"
"SqCniV9BTG","Public Open Space - Areas within private properties dedicated for public use","50-52 Wharf Road and 33 -39A North Point Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港和富道50-52號及北角道33-39A號","EASTERN","東區","about 66 m2","約 66 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE12-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE12-map.pdf","816984.0","838263.0","22.29176769","114.19624074","2019-07-26 03:44:18"
"Ri78ykSNUq","Public Open Space - Areas within private properties dedicated for public use","Westlands Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港華蘭路","EASTERN","東區","about 80 m2","約 80 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE14-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE14-map.pdf","816472.0","840038.0","22.28714555","114.21345745","2019-07-26 03:44:18"
"9T89UuzJw9","Public Open Space - Areas within private properties dedicated for public use","18 Wang On Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港宏安道18號","EASTERN","東區","about 6 m2","約 6 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE85-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE85-map1.pdf","816604.0","837823.0","22.28834012","114.19196476","2019-07-26 03:44:18"
"KVMQQJZX16","Public Open Space - Areas within private properties dedicated for public use","256-257 Gloucester Road and 2-16 Percival Street, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港告士打道256-257號及波斯富街2-16號","WAN CHAI","灣仔區","about 195 m2","約 195 平方米","G/F, Upper G/F & 1/F","地下、地下高層及1樓","24 hours","24小時","Street widening(corner); Pedestrian passage","街道擴闊(街角); 行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE05-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE05-map.pdf","815831.0","836839.0","22.28135553","114.1824198","2019-07-26 03:44:17"
"CSJqKhCfk9","Public Open Space - Areas within private properties dedicated for public use","193 Lockhart Road, Wanchai, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港駱克道193號","WAN CHAI","灣仔區","about 30 m2","約 30 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE18-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE18-map.pdf","815517.0","836017.0","22.27852089","114.17443885","2019-07-26 03:44:17"
"hNslHeizwo","Public Open Space - Areas within private properties dedicated for public use","150-158 Lockhart Road and 7D, 7F O' Brien Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港駱克道150-158號及柯布連道7D,7F號","WAN CHAI","灣仔區","about 7 m2","約 7 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE41-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE41-map1.pdf","815465.0","835915.0","22.27804948","114.17344914","2019-07-26 03:44:17"
"1j0zv7C9HX","Public Open Space - Areas within private properties dedicated for public use","16 Lin Fa Kung Street West, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港蓮花宮西街16號","WAN CHAI","灣仔區","about 6 m2","約 6 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE40-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKE40-map1.pdf","815634.0","837891.0","22.27958214","114.19262655","2019-07-26 03:44:17"
